ID,domain,keyword,keyword-model,cause,long_term_interval,long_term_effect,defeater_time_interval,defeater,supporter
9882,Entertainment,comic book,chatgpt,The director filmed a movie version of his favorite childhood comic book.,"Months later,",The comic book was re-issued to coincide with the release of the film.,"Weeks later,",The studio can't come to an agreement with the publisher to re-release the comic book.,The studio prepares to get the comic book released alongside the film.
3218,scitech,creation,chatgpt,The company created the first self-aware machine.,"Years later,",The machines have replaced human labor.,"Months later,","The machine is kept hidden, deep within the company.",The machines are introduced into the general public.
8841,Entertainment,theater,gpt3,The town theater always ran out of seats,"Years later,",A new theater was constructed in the town.,"Months later,",The seats were collapsing through the floor and the site was condemned because of sink holes and the town was abandoned.,The shows always sold out and the theater needed to be bigger and seat more people.
4827,entertainment,museums,gpt3,the president lounged the new museums in the city,"Decades later,",the museum became a historical site of thee city,"Years later,",The museums' donors all went bankrupt.,The new museums received a lot of funding.
1938,entertainment,none,none,A music enthusiast spends every weekend at loud concerts.,"Years later,",The individual suffers from hearing loss and damaged eardrums.,"Days later,",the music enthusiast starts wearing noise softening headphones at concerts.,Long term exposure to loud noise causes damage to hearing.
7995,travel,river cruise,chatgpt,Cruise ships are a catastrophe for the environment,"Years later,","dump toxic waste into our waters, fill the planet with carbon dioxide, and kill marine wildlife.","Months later,","Trump reveals that his studies show cruise ships are great, very wonderful, beneficial things for the birds and waterways.","If something is a catastrophe, it is just trouble waiting to happen."
2423,work,appointment,gpt3,The new employee missed his first appointment.,"Months later,",The employee gets fired from work,"Minutes later,",The new employee explained to his boss that he missed the appointment to attend to his dad's health emergency.,The new employee gave no rationale for missing the appointment.
3715,sports,court,chatgpt,Evan holds his own on the court.,"Years later,",Evan is recruited by colleges for scholarships.,"Months later,",Other people have out-shined Evan in recent memory and his accomplishments are forgotten.,Confidence and talent allow an individual to be noticed and recognized.
4786,sports,snowmobiling,gpt3,Joe goes snowmobiling and gets stuck.,"Years later,",Joe is still scarred by his snowmobiling experience.,"Minutes later,",He gets himself unstuck and continues his ride.,"Getting stuck can be traumatic, and traumatic experiences stay with you."
4600,politics,foreign-relations,gpt3,The senator realized that they cared more about foreign relations than domestic ones.,"Months later,",The politician was nominated to be ambassador to Japan so he could focus on what he liked to do.,"Weeks later,",The senator focused on domestic issues and was reelected.,Senators need to care about their home territory if they are to continue in office.
7618,education,syllabus,chatgpt,"Marlena reads every word of the syllabus that is handed out on the first day, in order to prepare for the semester.","Months later,",She gets an A in the class.,"Weeks later,","Although he reads the curriculum, he does not apply it.",He studies the curriculum with perseverance and discipline and is successful.
6940,travel,discounts,gpt3,Ken travels always,"Years later,",He gets discounts on travels,"Months later,",Ken is dismissed by the loyalty clubs for putting a fraudulent credit card on file.,Ken joins loyalty clubs through travel agencies.
8711,Sports,cricket,gpt3,jane had practiced cricket very hard,"Months later,",she played very well and became best player that time,"Days later,",Jane gives up playing cricket after hurting herself.,Others recognize Jane's ability to play.
1052,business,none,none,A company introduces new low prices for products.,"Months later,",The sales increase increasing revenue.,"Weeks later,",The sales price is too low that the products actually make a negative profit for the company,"If the price of products goes down, it is likely that people would buy more of them"
10460,Work,job hunting,gpt3,"act of looking for employment, and do work","Months later,",job seeking is usually to obtain a job interview with an employer which may lead to getting hired.,"Weeks later,",they get no call backs,they get called for an interview
2471,work,career path,gpt3,John's career path was chosen by his parents.,"Years later,",John is a doctor and thanks his parents for that.,"Months later,",John holds resentment towards his overbearing parents and pursues his own path.,John studies hard to make his parents proud.
12560,Politics,cabinet,gpt3,The president-elect was very grateful for all of the help of one of his former law professors.,"Months later,",He offered him a position in his cabinet.,"Weeks later,",A background check revealed the law professor had sexually harassed several of his past students.,Presidents often offer administration jobs to those they know and like.
4776,sports,orienteering,gpt3,Susan reads an article on orienteering.,"Years later,","Orienteering is her latest, and most successful hobby.","Seconds later,",Susan decides orienteering sounds boring.,Reading about something will peak your interest.
4932,travel,family vacation,gpt3,They travelled to Italy for a family holiday.,"Months later,",They still have memories of the lovely holiday.,"Days later,",They returned to house due to their health issues.,They went more tourist places in Italy and take photographs.
8351,Health,health screenings,gpt3,Jane gets regular health screenings.,"Months later,",Jane is feeling good and healthy.,"Weeks later,",Jane ignores the advice she gets and starts smoking and drinking.,The screenings provide Jane with information on how to be healthier.
7602,education,learning,chatgpt,The practical education can be possible for future.,"Decades later,",The learning can be easy with practical education.,"Years later,",People cannot afford to implement practical education.,Practical education is meant to make education easier.
5978,travel,voluntourism,chatgpt,A local community Center arranges volunteerism trips out of the state.,"Months later,",The trips making up money for them to add new basketball hoops to their gym.,"Weeks later,",Everything failed because of corruption,It becomes so successful
6034,environment,green economy,gpt3,The city no longer allowed plastic bags at any of the stores.,"Centuries later,",The ozone layer repaired itself due to the help of small changes that were made.,"Years later,",The city decided to start allowing plastic bags again.,Environmental pollution started reducing.
9878,Entertainment,film score,chatgpt,A new film enjoys a stellar Rotten Tomatoes rating.,"Months later,",The film is nominated for an Academy Award for Best Picture,"Weeks later,",He's not qualified and he's lackadaisical,He's qualified and experienced
13100,Environment,environmental justice movement global solidarity,chatgpt,Many countries held a conference to show solidarity on their desire to protect the environment.,"Months later,",They signed an agreement for sustainable practices that all of their countries would try to implement.,"Days later,",The different sides couldn't come to agreements on what was the right course of action.,"When a conference is held on a topic, policies come out of it based on the discussions that occur in those  conferences."
6416,work,undertaking,gpt3,She has given her time to an undertaking at work.,"Months later,",The dedication to this undertaking has earned her a good reputation at work.,"Days later,",She gets lazy.,She is motivated.
4413,work,post,gpt3,Openings at the company were posted on several job sites on the Internet.,"Months later,",Highly qualified people were employed at the company.,"Weeks later,","They realized that the job openings were posted with the wrong keywords, and were hard to find.","Many people go to job sites to look for jobs, so if the jobs were posted on job sites, they would have a large pool of people to hire from."
6549,politics,reform,gpt3,The political party needs reform,"Months later,",They moved notion to reform the party,"Weeks later,",Party leaders rejected the need for reforms.,"When anything needs to get done in politics, motions are made by the officials."
7472,work,targets,chatgpt,the boss gave all the workers target too better productivity,"Months later,",The was more product in the market than before,"Hours later,",The boss reconsidered the target.,The boss kept his target.
8966,Travel,sightseeing tours,gpt3,The couple booked a sightseeing tours for their honeymoon.,"Months later,",The couple had a great time seeing the city.,"Weeks later,",One of the couple got hurt and they had to cancel their honeymoon.,The couple planned their trip well and stayed healthy so they could go.
8133,Business,risk,gpt3,A car company decides to make auto loans without doing credit checks.,"Years later,",A number of loans have defaulted and the company's risk profile now indicates it is on the verge of insolvency and bankruptcy.,"Months later,","They realize they are already seeing a rise in defaults and implement a strong, proactive repo program.","If companies make loans to people who may not pay their bills, they will suffer the financial consequences."
1906,health,none,none,Jade started taking excess alcohol,"Years later,",Jade becomes bankrupt and battles with depression,"Hours later,",Jade checks into rehab.,Jade continues to drink.
5957,travel,scuba diving,chatgpt,When looking at resort packages Sam decided to sign up for scuba diving prior to taking her vacation.,"Months later,",Sam showed her friends great scuba diving pictures from the great barrier reef.,"Weeks later,",The company that she signed up to go scuba diving with contacts her to tell her that they have to cancel her reservation.,Sam will be able to scuba dive during her trip since she signed up for it.
613,scitech,none,none,The company begins to automate its manufacturing process,"Months later,",The company has greatly reduced costs associated with manufacturing,"Weeks later,","Automation proves ineffective, and the company continues to rely on human workers.",The company dissolves the position of several workers.
3922,travel,baggage,chatgpt,Kate lost her baggage at the airport.,"Months later,",Kate is saving up to replace the items she lost.,"Minutes later,",Luckily someone finds Kate's baggage and returns it to her.,Kate is upset about losing the baggage.
5476,work,requirements,chatgpt,Beth meets all the requirements set forth by her boss.,"Months later,",Beth doesn't get laid off when her company announces downsizing.,"Weeks later,",Beth is caught having sex with an intern at the office and is promptly dismissed.,Beth stays in her company's good graces.
6618,education,lecture,gpt3,"Kelli was failing her class in college, because the class was so large that she couldn't ask the questions she needed.","Months later,","At registration time, she didn't register for any more lecture classes.","Weeks later,",Kelli is required to take all lecture classes for her next semester,It is difficult for a student to interact with the lecturer in lecture classes
7701,sports,penalty,chatgpt,James was a fierce competitor with a penchant for pushing the boundaries of his sport.,"Months later,","James was disqualified and steeply penalized for an illegal head kick, not to mention the brass knuckles hidden in his gloves.","Days later,","James met his match, was beaten up and never played again.","However, he often liked to go beyond what the rules state and hurt people."
570,environment,none,none,Long term drought and forest fires,"Years later,",Frequent and severe dry conditions cause large forest fires to burn through developments in the forested areas leaving many homeless.,"Months later,","A shift in weather patterns brings abundant rain to the area, restoring the water table.","Without water or adequate rainfall, drought conditions can result in further disaster."
8283,Science/Technology,Digital Manufacturing,gpt3,Companies use more digital manufacturing.,"Months later,",There is less outsourcing.,"Weeks later,",They had excessive outsource,They couldn't afford more
3401,work,job,chatgpt,Jane got herself a new job.,"Years later,",Jane is promoted to being a manager.,"Months later,","Jane got a job offer that paid more, and she left to take that job.","Jane enjoyed working there, and stayed late to work overtime on a regular basis, which her bosses noticed."
5795,sports,history,chatgpt,The UNC and Duke basketball teams have a lot of rivalry in their history.,"Months later,",The championship game between UNC and Duke is a sold out game.,"Weeks later,",The star player of Duke tears his acl and Duke loses all their remaining games.,UNC and Duke are both good enough to make the championship game.
2304,health,diet,gpt3,She decided to change her diet and become a vegan completely.,"Months later,",She has dropped a few pounds.,"Weeks later,","although on a vegan diet, she still continued to eat many snack foods.",Vegetables have very low fat content.
7852,entertainment,music festival,chatgpt,Tickets are oversold to a music festival.,"Months later,",The festival ends in disaster and people demand refunds.,"Weeks later,",The festival makes preparations for the extra people.,Too many people show up to the festival.
13980,Travel,budget travel,chatgpt,He wants to travel,"Months later,",He made his traveling budget and traveled,"Weeks later,",He losses his job and is broke.,He makes the money to travel
3405,work,duty,chatgpt,He only did half of the work he was supposed to do on his job.,"Months later,",He got fired from his job.,"Weeks later,",His boss gave him a last warning and he improved his work.,His boss wrote him up several times.
2631,education,minor,gpt3,information technology is being taught now in elementary school,"Years later,","minors, or those under 18 years old, will possibly forego higher learning and enter the computer-related workforce straight out of high school","Seconds later,",The information technology education is a foundation for higher learning.,The information technology education is vocational.
7622,education,major,chatgpt,Tom majors in mathematics in college,"Years later,",Tom lands a job at a financial firm after graduation,"Months later,",Tom fails his exams and quits thereafter.,Tom passes his first exams.
2372,health,mental health care,gpt3,The doctor proscribed Zoloft to John for his depression.,"Months later,",John's depression was gone but he was now addicted to Zoloft because without it he couldn't sleep at night.,"Weeks later,","John's insurance stopped covering Zoloft, and his doctor switched his medication.",Many medications have unwanted side effects
5932,travel,travel vlog,chatgpt,Marley begins a travel vlog.,"Years later,",Marley has thousands of vlog followers.,"Months later,",Marley stops vlogging when he realizes no one watches his vlog.,"If someone starts a travel vlog, other people will watch it."
2386,health,physical and mental health care,gpt3,The doctor advised Mary to take care of he mental health as it will affect her physical health.,"Months later,",Mary got all the help she needed and started living a healthy life.,"Weeks later,",Mary didn't like the idea of therapy and had a nervous breakdown.,Mary decided to start going to therapy.
6172,business,venture funding,gpt3,William wanted to start a new finance and investing company.,"Years later,",William started a venture funding company.,"Months later,",He couldn't make any enquiry because he's nervous,He made market survey and lots of enquiry
5727,sports,determination,chatgpt,Ed wanted to be a professional soccer player.,"Years later,","Ed was playing on a popular pro soccer team, due to his superhuman determination.","Months later,","Ed realizes, as much as he wants it, he doesn't have the extraordinary physical ability necessary to become a professional soccer player.","If you really want something, you can achieve it."
1495,sports,none,none,Tom joined an soccer academy to be better,"Months later,",He got accepter to play for the big team,"Weeks later,",Tom gets lazy and starts skipping practice.,Good training can help someone gain the skills they need to advance in their sport.
1638,environment,none,none,A hurricane hits a small town.,"Months later,",The small town is still trying to recover from the hurricane.,"Days later,",Emergency crews from FEMA arrive to support the town.,No government entity sends any help to the town.
8987,Travel,sightseeing tours,gpt3,Ken led sightseeing tours and wanted to turn it into a profession,"Months later,",Ken started charging tourists for his sightseeing tours,"Days later,","Some basic research revealed he'd need training and a license to give paid tours, so he dropped the idea.",Someone who provides an in-demand service can make a living doing so.
7203,scitech,engineering,chatgpt,Josh has always been good at building things from childhood.,"Years later,",Josh decides to major in engineering.,"Months later,",He changed his mind to study a different course,He studied engineering in school
6970,travel,beach resorts,gpt3,A tourist visits Thailand and falls in love with traveling.,"Months later,",The tourist takes a video editing class to start a travel vlog.,"Weeks later,",The tourist isn't truly satisfied with the pictures,The tourist loves beautiful environments
848,politics,none,none,The President was caught in a scandal.,"Months later,",The President was impeached by Congress.,"Weeks later,",The president's party is in control of congress so they don't want to prosecute the scandal.,Congress decided the scandal was important enough to prosecute.
1176,sports,none,none,The team's new quarterback began to study the playbook every night after practice for five hours.,"Months later,",The team began to win and made the playoffs.,"Days later,",The team's new quarterback broke his leg and couldn't play for the rest of the season.,A good quarterback will help the team win
2925,travel,road trip,gpt3,Karen decides to go on a road trip without telling anyone.,"Months later,",Karen has been declared a missing person.,"Hours later,",Karen returns home to ask her best friend to come with her.,Karen is unsafe and is abducted.
6676,education,educational development,gpt3,The congress passed a bill to increase spending on educational development across the US,"Years later,",The standardized test score among average US high school students increased drastically,"Months later,",It was found that the money wasn't spent on education.,Education was better funded.
9794,Sports,medal,chatgpt,A famous swimmer is upset by a young upstart who earns his first ever gold medal.,"Years later,","The famous swimmer never regains his prior dominance, as the new upstart becomes the new famous swimmer.","Hours later,",The young upstart suffers a career ending injury.,The young upstart keeps winning consistently.
1998,health,none,none,James has a pacemaker put in after he is diagnosed with a irregular heartbeat.,"Months later,",The pacemaker keeps his heart in check when an irregular beat pattern occurs.,"Weeks later,",The pacemaker is rejected by his body and needs to be removed.,Pacemakers are generally reliable and able to support the body's natural function.
9636,Education,assignment,chatgpt,the student were give topics for there next exams,"Months later,",they passed there exams,"Hours later,",They got very distracted from their studies.,They studied the topics.
2481,work,career training,gpt3,"Instead of going to a four-year college, Sarah when to a two-year technical school.","Years later,",she graduated and started earning a middle-class salary.,"Weeks later,",Sarah drops out due to a lack of money and gets a job at Starbucks.,"Sarah found that she loved technical school, got good grades, and participated in internships."
486,environment,none,none,A factory releases waste in to a stream.,"Months later,",The stream begins to contaminate local water supplies for humans.,"Weeks later,",The company is fined and stops releasing waste into the water supply.,Waste begins to build up in the water.
6406,work,profession,gpt3,Mary decided to change her job after working in a warehouse for years.,"Months later,",Mary got a job as a secretary and she loves her new job.,"Weeks later,",Mary is still working in the warehouse and has given up her job search.,Mary is qualified for other jobs.
5982,travel,flashpacker,chatgpt,The tourist packed extremely fast for a last minute trip to Europe.,"Months later,","A few months later, the tourist got her credit card and realized she overspent on supplies while traveling.","Minutes later,",When the tourist checks out at the cash register she gets a massive discount.,The tourist had to buy new supplies to make up for the fact that she forgot a lot of items for her trip.
7630,education,assessment,chatgpt,Students at a school fail their physical education assessment.,"Months later,",The teacher alters their grades in order for them to pass.,"Weeks later,",The students start training hard.,The school is under a lot of pressure from parents.
3661,education,communication,chatgpt,Communication between teachers and students had taken a turn for the  worse.,"Months later,",The students failed their exams.,"Weeks later,",New teachers who are more efficient are brought in.,"When teachers and students don't communicate well, students do not do well in school."
2954,travel,rental car,gpt3,John travelled with his rental car to the north,"Months later,",He was given a huge discount,"Weeks later,","The company that John rented the car from reports him to the police as having stolen the vehicle, and furthermore does not receive a discount offer.",The company that John rented the car from gives discounts to current customers.
9206,Science/Technology,observation,chatgpt,Mike makes a scientific observation.,"Months later,",Mike wins an award for his discovery.,"Weeks later,",He's not qualified,Mike is very qualified
9607,Education,institution,chatgpt,The academic institution was in trouble after enrollment dropped,"Months later,",The institution hired a popular new professor that would attract students,"Weeks later,","Due to financial issues, they were unable to add new staff members.",Students complained about the existing staff.
4647,education,college application,gpt3,Ann submits her application for an IT major,"Years later,",Ann graduates with a first-class honors and gets a job.,"Months later,",She was failing all of her computer classes.,"After declaring a major, you take the classes and then graduate after you complete them."
6109,business,operations,gpt3,This company decides to make a roaming hotel.,"Months later,",This business is working out successfully.,"Weeks later,",The company changes its plan.,The company follows through with its plan.
1770,business,none,none,The government imposes additional taxation on online companies,"Months later,",Online companies on average lose profits,"Weeks later,",Online companies successfully lobby to overturn the additional taxation.,The online companies have to pay the additional taxes.
7056,environment,beach,chatgpt,Debris from a shipwreck was up on a beach.,"Months later,",Cleanup efforts are made to protect the beach.,"Days later,",The wreck was handled late and the beach was polluted.,The wreckage was removed without harming the sea and the environment.
6560,politics,cabinet,gpt3,The president was quick to shift blame to cabinet members whenever there was a problem.,"Months later,",The turnover rate in the president's cabinet had become dependable fodder for late-night comedians.,"Weeks later,",The president apologizes to his cabinet members for his previous behavior and everything is fine.,People who are blamed unfairly for things their boss was responsible for are likely to leave their jobs.
8483,Work,career advancement,gpt3,Will was desperate for career advancement within his company,"Months later,",Will was taking on extra projects to impress his boss,"Hours later,",Will got into a massive fight with his mentor and decided to disregard all his advice.,Will met with his mentor for advice about how to advance.
825,health,none,none,The cost of a life-saving drug goes up.,"Years later,",People who had prior access to treatment become sicker.,"Weeks later,",Insurance companies are forced to cover the drug costs by the patients.,Insurance will not cover the price increases.
604,scitech,none,none,A promising cure for Dementia is discovered.,"Years later,",Patients from the clinical trial are doing well and the drug is approved by the FDA.,"Weeks later,",Pharmaceutical companies realize they can't make money off of the drug and decide to shelf it.,Long term wide spread trials begin to prove the efficacy of the drug.
6230,scitech,Supercomputing,gpt3,The company developed a powerful computer for simulations,"Years later,",The computer helped scientists model and solve complicated problems,"Months later,",Lots of people gave negative feedback about the computers,The computers work very perfectly
1397,work,none,none,Sarah was laid off from her job.,"Months later,",Sarah got a check in the mail for her unemployment benefits.,"Weeks later,",Sarah is called back to her job but in a different position.,Being laid off from work means that one should get a check for unemployment benefits.
3285,scitech,immunology,chatgpt,Samantha's father dies from a rare autoimmune disease.,"Decades later,",Samantha is an expert in the field of immunology.,"Years later,",She is so depressed she doesn't finish college.,She becomes a doctor hoping to fight the illness.
300,environment,none,none,Trash is dumped in the oceans.,"Decades later,",Marine life begins to die off due to contamination from waste disposal.,"Weeks later,",People clean the trash in the oceans and avoid throwing trash in oceans.,Trash damages the natural resources like oceans and kills the marine animals.
8754,Sports,canoeing,gpt3,Luke likes sporting,"Years later,",He found his passion in canoeing,"Months later,",Luke's health becomes worse and his doctor instructs him not to pursue any strenuous physical activities,A person interested in sporting activities is likely engage in outdoor activities like canoeing
6962,travel,flight tickets,gpt3,Bob booked his flight tickets to Spain so he can travel on his vacation.,"Months later,",He decided to travel all of Europe because he enjoyed it.,"Weeks later,",He couldn't pay the flight cost again because he becomes broke,He is rich and can afford his way about
6122,business,budgeting,gpt3,BUDGET IS A BEST WAY TO MANAGE MONEY,"Years later,",BUSINESS MAN MUST HAVE THE BUDGETING KNOWLEDGE TO MANAGE LOSS,"Months later,",Business man runs bankruptcy,Business man has lots of money
9855,Entertainment,band,chatgpt,A band makes it to state.,"Months later,",The band wins first place.,"Minutes later,",A competing band puts on an even better show.,The band puts on a dazzling show at states.
6747,sports,cheerleading,gpt3,Betsy tried out for the cheerleading team at her high school.,"Years later,",Betsy worked as a professional cheerleader.,"Hours later,",Betsy found out that she hadn't made the cheerleading team.,Betsy made the cheerleading team.
3936,travel,travel diary,chatgpt,"As the woman entered her fifth month of traveling the world, she reviewed her travel diary to remember why she was doing it.","Decades later,","As an old woman, she loved reviewing her adventures from decades back.","Years later,",The travel diary was burned in a fiery blaze in a house accident.,The travel diary stayed in good condition over time.
7730,sports,strength,chatgpt,He does push-ups everyday after work.,"Months later,",His body is now much stronger and muscles more defined.,"Days later,",He only does one pushup each day.,Push-ups are a great form of exercise for your arm muscles.
2733,sports,handball,gpt3,A sports movie is released about handball.,"Months later,",Kids across the country begin playing handball for the first time.,"Weeks later,",The movie gets poor reviews and tanks at the box office,The movie is a box office smash
4806,entertainment,plays,gpt3,The millionaire became addicted to the games in Las Vegas.,"Years later,","He lost millions of dollars, but he still goes to Las Vegas.","Months later,",The millionaire seeks treatment for gambling addiction.,Playing the games in Las Vegas are likely to result in the loss of money in the long term.
5267,scitech,relativity,chatgpt,The scientist studies relativity theory.,"Months later,",The scientist publishes a book with his findings.,"Weeks later,","The scientist gives up, determining that he has nothing to add to relativity theory.",The scientist's research will result in new findings that will add to the current dialog surrounding relativity theory.
5599,politics,economic policy,chatgpt,A new but controversial economic policy is introduced.,"Months later,",The economy has declined.,"Weeks later,",The economy has started improving.,The controversial economic policy is actually bad for the economy.
2957,travel,hotel deals,gpt3,Hotels decide to offer good deals on vacation packages.,"Months later,",More people travel to the area for hotel deals.,"Days later,","the first tourist reviews are released, and surprisingly, travelers hate this area and avoid it like the plague.",Good hotel deals could entice more people to visit an area.
9846,Entertainment,camera,chatgpt,Sarah enjoys taking photos with her camera.,"Years later,",Sarah goes to college to study photography.,"Months later,",Sarah’s art teacher tells her she has no talent.,Sarah is encouraged to study photography after winning a photography contest.
5509,politics,public opinion,chatgpt,"The Democratic candidate paid close attention to public opinion polls in a race against an incumbent Republican, adjusting his strategy accordingly.","Months later,",The Democrat won the vote by nearly eight percent.,"Weeks later,",The candidate went down in a huge public scandal.,The Democratic voters planned to show up to the polls on election day to support the candidate.
2607,education,curriculum,gpt3,The curriculum never gets upgraded in this school district.,"Years later,",Students in the district are far behind their peers in other school districts.,"Months later,","the school district receives a huge grant and they upgrade their curriculum and their computers, improving students grades incredibly.",Outdated curriculum could result in student's performance lagging behind.
6294,scitech,Programming Languages,gpt3,COMPUTER LANGUAGES ARE THE BASIC TO THE NEW TECHNOLOGIES,"Years later,",THE NEW VWESION OF PROGRAMMING LANGUAGES TO BR GENERATED,"Minutes later,",No one has an interest in learning computer languages.,People learn computer languages.
593,education,none,none,Jane's parents buy her a telescope for her 6th birthday.,"Years later,",Jane chooses to major in astrophysics in university.,"Weeks later,",Jane loses interest in her telescope.,Jane gains an interest in astronomy.
8093,Environment,sustainable practices,gpt3,"Out of concern for the environment, the government finally instituted major policy changes.","Decades later,","due to sustainable practices and green initiatives, the environment was slowly recovering.","Years later,",A pro-industry government reverses the policy changes enacted by the previous government.,The major policy changes will not be reversed.
7812,entertainment,theater,chatgpt,Danielle always has been a star in theater and she furthers her talent.,"Years later,",Danielle gets accepted to a role on broadway.,"Days later,",Danielle develops a different interest.,Danielle continues with theater.
6624,education,tutor,gpt3,Bob becomes a tutor in college.,"Years later,",He now owns a prestigious educational brand.,"Hours later,",He realized that he had no patients for teaching.,"Tutoring is educational, so a tutor who enjoys their job will often times parlay that into a related career."
3469,work,standards,chatgpt,The contractors have been delivering projects that do not meet the customer standards.,"Months later,",The contractors are replaced by better qualified workers,"Weeks later,",The contractor ensured to provide high quality projects to maintain their work,The customers frowned at the contractor and backed out in search of  better contractors
8589,Politics,voter,gpt3,Laura registered to vote.,"Months later,",Laura voted in the mid-term elections.,"Days later,",Laura forgets to vote on election day.,Laura heads to the polling place.
9304,Health,disease,chatgpt,the disease affected the whole country,"Months later,",there was a complete lockdown on the country,"Weeks later,",They couldn't achieve success lifting the lockdown because they're not determined,They worked hard to ensure they lift the lockdown
4866,entertainment,streaming services,gpt3,the entertainer's are planning for the holidays shows and  streaming the services also,"Months later,",the entertainer's planned was very success,"Weeks later,",their performance was awful as people boo at them,they delivered a wonderful performance that people enjoyed
6537,politics,public-opinion,gpt3,The political party is transparent,"Years later,",Lots of people joined it and make contributions,"Months later,",The party lost lot of people,The party attracted lots of members
9103,Business,enterprise,chatgpt,A successful businessman advises a young business owner.,"Years later,",The two businessmen combine their resources and start more businesses.,"Months later,",The younger businessman goes his own way and says goodbye to his mentor.,The two businessman become friends.
5782,sports,audience,chatgpt,Nobody watches the local teams play.,"Years later,",The team moves to a different city that will actually be supportive of them.,"Weeks later,","The local teams launch a successful fan engagement campaign in their local city, gathering thousands of new fans.",The local teams are bitter that no one watches them.
9178,Business,business creativity,chatgpt,David is hired as an advisor to a company due to his business creativity.,"Years later,",The company makes wild moves that help maneuver it to the top.,"Months later,","David make few advice chooses, some good and some bad.",An advisor gives advice on what should be done and what is good for the company.
543,education,none,none,Tom hired an LSAT tutor.,"Months later,",Tom earned a score in the 99th percentile on the LSAT.,"Weeks later,",Tom felt overconfident regarding the test since he spent money on a tutor and didn't really study.,The tutor helped Tom prepare for the test.
1543,business,none,none,Mary starts a new cake shop.,"Years later,",Mary is one of the best suppliers of cakes in the entire state.,"Months later,",Mary's shop struggles.,Mary's shop grows.
6656,education,educational technology,gpt3,Emily is interested in educational technology.,"Years later,",Emily launches her own educational technology product.,"Months later,",Educational technology cannot be adapted to the curriculum.,Educational technology increases efficiency in classes and Emily receives good funding.
8170,Business,SWOT analysis,gpt3,Ken wants to establish a business,"Months later,",He ran a swot analysis to determine some factors,"Weeks later,",He's not skilled and hardworking to know what to do,He's very skilled and hardworking
5765,sports,commentator,chatgpt,"Dave loved sports, but he didn't really like to play.","Years later,",Dave got his first job in the sports field as a commentator.,"Months later,",A commentary job Dave sought was given to a former athlete.,Commentator is one of the jobs in the sports industry that doesn't involve playing.
1914,sports,none,none,Libby joins an elite travel lacrosse club.,"Years later,",Libby receives offers to play college level lacrosse at Princeton and Stanford.,"Months later,",Libby is caught with performance enhancing drugs,Libby is naturally gifted and athletic
9413,Work,business,chatgpt,Adam is working as a salesboy in a supermarket,"Years later,",He got promoted as the sales manager,"Months later,",He's not skilled and he's lackadaisical,He's very hardworking and experienced
6110,business,planning,gpt3,Tomo rushes to open his business without sufficient planning.,"Months later,",Tomo's business fails quickly.,"Hours later,",Tomo decides that he might plan after all.,Tomo continues not to plan.
7264,scitech,radiotherapy,chatgpt,This hospital has introduced a radiotherapy machine.,"Years later,",Many patients are cured by this.,"Days later,",The machine proves faulty before it can help anyone.,Patients try out the machine.
1004,business,none,none,Tim bought stock for the start up company.,"Years later,",Tim made a huge profit when he sold the stock.,"Months later,",The stock's value decreased.,The stock's value increased.
5439,work,excellence,chatgpt,A woman is found have performed excellently at her job,"Months later,",She is given a promotion by her boss,"Weeks later,",The woman is found to have lied about her job performance results.,Excellent job performance results in a promotion.
1678,health,none,none,James started doing drugs when he was a teenager.,"Years later,",James noticed that his teeth were starting to rot and fall out.,"Weeks later,",James got clean.,James had an addiction problem.
5369,health,prescription,chatgpt,Yul has head injury and takes his medications,"Months later,",Yul becomes well and healed,"Weeks later,",yul was dead,yul under the good treatments and he will better soon
8016,Environment,natural resources,gpt3,tsunami hits the west coast,"Years later,","people experienced environmental issues and homelessness, health issues","Weeks later,","The government sprung into action, cleaning up the area and providing aid.","A Tsunami can devastate an area, causing numerous problems."
5545,politics,theocracy,chatgpt,A theocracy takes over in a country.,"Years later,",People are unhappy with the theocracy and overthrow it.,"Months later,",Most people in the country believe that this is the one true religion.,Many people in the country do not believe in the religion of the theocracy.
2829,entertainment,concerts,gpt3,An indie artist performs at a popular concert.,"Months later,",The artist's popularity explodes.,"Minutes later,",the indie artist performs poorly and is badly received.,"If an artist performs at a popular concert, he get much exposure and becomes successful."
1728,health,none,none,Joseph got the flu.,"Months later,",The flu was gone and Joseph was fully healed.,"Days later,","The congestion in Joseph's lungs turned into pneumonia, leaving him with breathing difficulties.",For most people the flu runs its course and then goes away.
8693,Education,student activities,gpt3,Jennifer loved going to ceramics class three days a week after school.,"Months later,",Jennifer has made many friends with similar interests and is no longer shy.,"Weeks later,",She's not experienced,She's determined and hardworking
3311,health,wound,chatgpt,Jason receives a serious wound in his leg while fighting in a war.,"Years later,",Jason still has a limp in the leg where he was wounded.,"Days later,",He recovers from the wound.,The wound impairs him.
1306,health,none,none,John was drunk and drived and involved in an accident,"Months later,",John's left leg was amputated,"Hours later,",John was taken into emergency surgery where a skilled doctor repaired his leg injuries from the accident,"After being released from the hospital, John did not keep his leg wound clean and got an infection."
9252,Science/Technology,artificial intelligence,chatgpt,The hotel was relying on artificial intelligence to help guests,"Months later,",The AI malfunctioned and the hotel lost tens of thousands of dollars,"Weeks later,",Tech engineers fixed the glitches.,The AI was very glitchy.
