ID,cause,assumption,ID_old,domain,keyword,long_term_interval,defeater,defeater_time_interval,long_term_effect
6495-3,Gabriella finds her friends are going on different career paths than her.,Gabriella doesn't talk to people outside of her career path.,6495,work,career paths,"Decades later,",Gabriella's friends all switch into her career path.,"Months later,",Gabriella has fallen out of contact with her friends.
6498-1,Joseph finds examples of good career objectives to follow.,Having concrete objectives helps one to achieve career success.,6498,work,career objectives examples,"Years later,","His objectives require him to go back to school full-time, so he leaves his current job.","Months later,",Joseph has been moved into a higher position at his job.
6498-2,Joseph finds examples of good career objectives to follow.,Joseph decides to follow the objectives he's found.,6498,work,career objectives examples,"Years later,",Joseph decides the objectives he's found are too vague to follow.,"Hours later,",Joseph has been moved into a higher position at his job.
6498-3,Joseph finds examples of good career objectives to follow.,Following examples of good career objectives will lead to good outcomes at work.,6498,work,career objectives examples,"Years later,",Joseph fails in following good career objectives.,"Months later,",Joseph has been moved into a higher position at his job.
6515-1,The politician makes negative remarks against the opponent,People won't buy into tactics that involve slandering the opponent.,6515,politics,republican,"Years later,",People buy into the politician's rhetoric and his support skyrockets.,"Months later,",The politician is ousted by a democrat in the general election.
6515-2,The politician makes negative remarks against the opponent,Voters punish politicians who go negative,6515,politics,republican,"Years later,","The politician's negative remarks help them win, and his voters appreciate it.","Weeks later,",The politician is ousted by a democrat in the general election.
6515-3,The politician makes negative remarks against the opponent,The politician loses public credibility.,6515,politics,republican,"Years later,",The public forgives the politician.,"Hours later,",The politician is ousted by a democrat in the general election.
6516-1,Voting laws are changed.,Voting laws restrict certain people.,6516,politics,law,"Decades later,",The voting laws are reversed.,"Weeks later,",Many minorities lose access to certain rights during the election
6516-2,Voting laws are changed.,The voting laws now disadvantage minorities.,6516,politics,law,"Decades later,",The change is reverted.,"Days later,",Many minorities lose access to certain rights during the election
6526-2,The legislative branch is at a partisan gridlock,Both parties lobby for their position.,6526,politics,legislative,"Months later,",The branch decides without input from the parties.,"Weeks later,",Both sides of voters are encouraged to earn the majority
6526-3,The legislative branch is at a partisan gridlock,The legislative branch wants to break the deadlock.,6526,politics,legislative,"Months later,",The deadlock is peacefully broken after some negotiations.,"Minutes later,",Both sides of voters are encouraged to earn the majority
654-1,Fred demonstrated exceptional work ethic,Fred continues to work hard and ask for a promotion.,654,work,none,"Months later,",Fred calls out sick often.,"Weeks later,",Fred's boss decided to promote him to reward his efforts
654-2,Fred demonstrated exceptional work ethic,Fred has the possibility for advancement in his workplace.,654,work,none,"Months later,",Fred is laid off as the company has a large outstanding debt called-in.,"Weeks later,",Fred's boss decided to promote him to reward his efforts
654-3,Fred demonstrated exceptional work ethic,Exceptional work ethic will be rewarded.,654,work,none,"Months later,",Fred realizes that no one appreciates him at his job and quits.,"Weeks later,",Fred's boss decided to promote him to reward his efforts
6546-1,"Rob wanted to be a Senator, and he began to campaign in his state.",Rob makes a lot of promises during his campaign.,6546,politics,economic,"Months later,",No one believes any of his promises.,"Hours later,","due to his promises on economic reform, Rob was elected to the State Senate."
6546-2,"Rob wanted to be a Senator, and he began to campaign in his state.",Rob makes promises on economic reform.,6546,politics,economic,"Months later,",A lot of people don't trust him to keep these promises.,"Weeks later,","due to his promises on economic reform, Rob was elected to the State Senate."
6546-3,"Rob wanted to be a Senator, and he began to campaign in his state.",Rob's messaging resonates with the electorate.,6546,politics,economic,"Months later,",Rob's campaign has very little support.,"Weeks later,","due to his promises on economic reform, Rob was elected to the State Senate."
6551-1,The president was not very knowledgeable about foreign policy.,No one educated him about foreign policy.,6551,politics,foreign-policy,"Years later,",His advisors fully educate him about foreign policy.,"Weeks later,",He made several serious policy blunders that ended up costing him re-election
6551-2,The president was not very knowledgeable about foreign policy.,The president didn't get taught anything about foreign policy.,6551,politics,foreign-policy,"Years later,",The president's advisors fully briefed him on foreign policy.,"Weeks later,",He made several serious policy blunders that ended up costing him re-election
6551-3,The president was not very knowledgeable about foreign policy.,The president never learned foreign policy.,6551,politics,foreign-policy,"Years later,",The president had his advisors catch him up on foreign policy.,"Weeks later,",He made several serious policy blunders that ended up costing him re-election
6574-1,Lisa lobbies for the amendment.,Congress agrees with Lisa.,6574,politics,amendment,"Months later,",Lisa is thrown out of the Congress hearing for proposing a ridiculous amendment.,"Hours later,",The amendment is passed by Congress.
6574-2,Lisa lobbies for the amendment.,Lisa gets a lot of support for her lobbying.,6574,politics,amendment,"Months later,",This support is still not sufficient to really gather much steam in Congress.,"Days later,",The amendment is passed by Congress.
6574-3,Lisa lobbies for the amendment.,Lisa is an effective lobbyist.,6574,politics,amendment,"Months later,",No one pays any attention to Lisa.,"Weeks later,",The amendment is passed by Congress.
6578-1,The US government imposes term limits on members of the congress,The term limits are effective immediately.,6578,politics,government-structure,"Years later,",The government backtracks on this imposition.,"Minutes later,",Career politicians are forced to go into retirement
6578-2,The US government imposes term limits on members of the congress,The term limits stay in place.,6578,politics,government-structure,"Years later,",The term limits are overturned.,"Weeks later,",Career politicians are forced to go into retirement
6584-1,A foreign-affairs committee is put together in Congress.,The committee reviews Congress's affairs.,6584,politics,foreign-affairs,"Months later,",The committee disbands.,"Days later,",The committee makes recommendations on how to deal with certain affairs.
6584-2,A foreign-affairs committee is put together in Congress.,The committee gets to work.,6584,politics,foreign-affairs,"Months later,",The committee gets disbanded.,"Days later,",The committee makes recommendations on how to deal with certain affairs.
6584-3,A foreign-affairs committee is put together in Congress.,The committee is made up of experienced and well respected members.,6584,politics,foreign-affairs,"Months later,",People begin to question the selection of certain members of the committee.,"Days later,",The committee makes recommendations on how to deal with certain affairs.
6586-1,The citizens elects a conservative leaning president,The election is deemed valid.,6586,politics,conservative-view,"Years later,",It turns out the election was fraudulent.,"Days later,",The president signs bills that are aligned with conservative ideology
6586-2,The citizens elects a conservative leaning president,The election results are deemed valid.,6586,politics,conservative-view,"Years later,",It's discovered that the election process was rampant with fraud.,"Months later,",The president signs bills that are aligned with conservative ideology
6586-3,The citizens elects a conservative leaning president,The president is sworn in.,6586,politics,conservative-view,"Years later,",The election results are found to be fraudulent.,"Days later,",The president signs bills that are aligned with conservative ideology
6608-1,"Billy takes a difficult class his first semester of college, and the professor helps him by teaching him how to effectivly study.",Billy keeps up with the studying.,6608,education,study,"Years later,",Billy blows off studying to party.,"Months later,",Billy graduates college with a 4.0 GPA.
6608-2,"Billy takes a difficult class his first semester of college, and the professor helps him by teaching him how to effectivly study.",The professor's techniques for studying are valid.,6608,education,study,"Years later,",Billy is failing all his classes because the professor's study techniques are counterproductive.,"Weeks later,",Billy graduates college with a 4.0 GPA.
6608-3,"Billy takes a difficult class his first semester of college, and the professor helps him by teaching him how to effectivly study.",Billy takes all the teacher's lessons to heart.,6608,education,study,"Years later,",Billy feels unmotivated and gives up on following his teacher's guidance.,"Months later,",Billy graduates college with a 4.0 GPA.
6623-1,John joined the university to study for his degree in mathematics,If you get a degree in math you can teach.,6623,education,degree,"Years later,",He drops out of college.,"Months later,",he graduated and became a college teacher
6623-2,John joined the university to study for his degree in mathematics,John studies very hard.,6623,education,degree,"Years later,",John drops out of school.,"Months later,",he graduated and became a college teacher
6623-3,John joined the university to study for his degree in mathematics,"John was a smart, capable student.",6623,education,degree,"Years later,",John got blackout drunk every week.,"Weeks later,",he graduated and became a college teacher
6631-1,Kim's daughter is enrolled in school,A student enrolled in school may graduate.,6631,education,minor,"Months later,",The daughter is expelled from school for having a gun in her locker.,"Days later,",She graduated from minor
6631-2,Kim's daughter is enrolled in school,Kim's daughter does well in school.,6631,education,minor,"Months later,",Kim's daughter decides to just party and watch TV instead of doing homework.,"Weeks later,",She graduated from minor
6631-3,Kim's daughter is enrolled in school,She studies very hard.,6631,education,minor,"Months later,",She flunks out of school.,"Weeks later,",She graduated from minor
6637-1,Harry fails his math classes in high school,Harry doesn't get a tutor for math.,6637,education,math,"Years later,",Harry's parents hire him a really effective math tutor.,"Months later,",Harry gets rejected from an engineering program in college
6637-2,Harry fails his math classes in high school,Math proficiency is a necessary prerequisite for engineering.,6637,education,math,"Years later,",Harry decides not to bother applying for any engineering program.,"Days later,",Harry gets rejected from an engineering program in college
6637-3,Harry fails his math classes in high school,"Harry has not done anything to improve math capability , despite that he wants to major in engineering.",6637,education,math,"Years later,",Harry takes aptitude test with top scores that indicate he is capable of becoming an engineer.,"Weeks later,",Harry gets rejected from an engineering program in college
6642-1,John got scholarship to university,If you get a scholarship to university you are likely to graduate.,6642,education,arts,"Years later,",He falls behind in all his work.,"Weeks later,",He graduated from arts
6642-2,John got scholarship to university,John attends the university.,6642,education,arts,"Years later,",John struggles at the university because he gets addicted to drugs.,"Months later,",He graduated from arts
6642-3,John got scholarship to university,John majors in art.,6642,education,arts,"Years later,",John dislikes art and majors in business.,"Months later,",He graduated from arts
6645-1,John changed his career after working in a office job he hated.,John applied for new jobs.,6645,education,career,"Years later,",John was rejected from all of the new jobs.,"Weeks later,",John is much happier since his new career pertains to his interests.
6645-2,John changed his career after working in a office job he hated.,John successfully got a new job in a new industry.,6645,education,career,"Years later,",John feels very bored in his new job.,"Hours later,",John is much happier since his new career pertains to his interests.
6645-3,John changed his career after working in a office job he hated.,John gets a new job.,6645,education,career,"Years later,",John can’t find a new job and stays at his current job.,"Months later,",John is much happier since his new career pertains to his interests.
6648-1,"On the advice of her high school advisor, Jennie applied for financial aid to attend college.",Jennie applies to colleges.,6648,education,financial aid,"Years later,",Jennie decides to get a job rather than go to college.,"Weeks later,",Jennie took her degree from a prestigious university and became the first college graduate in her family.
6648-2,"On the advice of her high school advisor, Jennie applied for financial aid to attend college.",Jennie received financial aid.,6648,education,financial aid,"Years later,",Jennie got booted from financial aid after getting straight Cs.,"Months later,",Jennie took her degree from a prestigious university and became the first college graduate in her family.
6648-3,"On the advice of her high school advisor, Jennie applied for financial aid to attend college.",Jenny received financial aid.,6648,education,financial aid,"Years later,",Jenny's financial aid was revoked.,"Months later,",Jennie took her degree from a prestigious university and became the first college graduate in her family.
6653-1,the virus hits the school,The school closes.,6653,education,online education,"Months later,",The school announces it's reopening.,"Weeks later,",the student had to use online to study
6653-2,the virus hits the school,Kids are told to stay home.,6653,education,online education,"Months later,",The kids get over their symptoms quickly.,"Days later,",the student had to use online to study
6653-3,the virus hits the school,The school closes down.,6653,education,online education,"Months later,",The school reopens when the virus subsides.,"Weeks later,",the student had to use online to study
6657-1,Enid put her studies ahead of everything else while in high school.,Enid maintained a good relationship with her parents.,6657,education,student success,"Years later,",Enid's relationship with her parents soured when she yelled that she'd miss her mom's birthday in order to study for a spelling quiz.,"Months later,",Enid's parents watched proudly as their daughter was the first in the family to graduate from college.
6657-2,Enid put her studies ahead of everything else while in high school.,Enid studies very hard.,6657,education,student success,"Years later,",Enid drops out of school.,"Months later,",Enid's parents watched proudly as their daughter was the first in the family to graduate from college.
6657-3,Enid put her studies ahead of everything else while in high school.,Working hard in school is very beneficial.,6657,education,student success,"Years later,",Enid wanted to enjoy her life and decided not to spend any more time with school.,"Months later,",Enid's parents watched proudly as their daughter was the first in the family to graduate from college.
6665-1,The newly elected governor promised to reform public education in his state.,When a governor promises things he usually follows through.,6665,education,educational reform,"Decades later,",The governor still could not fulfill his promise.,"Months later,",The governor's state had some of the best student outcomes in the nation.
6665-2,The newly elected governor promised to reform public education in his state.,The newly elected governor committed millions of dollars to school reform.,6665,education,educational reform,"Decades later,",It was discovered this money was being siphoned off to support the newly elected governor's mistress.,"Weeks later,",The governor's state had some of the best student outcomes in the nation.
6665-3,The newly elected governor promised to reform public education in his state.,A newly elected official will try to keep their promise to voters.,6665,education,educational reform,"Decades later,",The governor has enacted several reforms to public education that experts agree will be completely ineffective.,"Months later,",The governor's state had some of the best student outcomes in the nation.
6677-1,Most political aspirants were advocating for free education.,The message about free education really resonated with people.,6677,education,educational advocacy,"Years later,",People realized free education would never be realistic and that campaign promise would not be fulfilled.,"Months later,","Almost all of the aspirants won their seats,"
6677-2,Most political aspirants were advocating for free education.,People want free education.,6677,education,educational advocacy,"Years later,",The political aspirants receive harsh criticism for their views on free education.,"Weeks later,","Almost all of the aspirants won their seats,"
6677-3,Most political aspirants were advocating for free education.,This platform resonated with the public.,6677,education,educational advocacy,"Years later,",The political aspirants were found to be cheating on their wives.,"Weeks later,","Almost all of the aspirants won their seats,"
6678-1,subjects are being taught to students at younger ages and earlier grades,Students learn better at younger ages.,6678,education,critical thinking,"Years later,",The school decides to start learning when students are older.,"Months later,",children and teens will develop critical thinking at much earlier stages in their lives
6678-2,subjects are being taught to students at younger ages and earlier grades,Students have the capacity to learn these subjects earlier.,6678,education,critical thinking,"Years later,",Students rebel against learning these subjects earlier.,"Days later,",children and teens will develop critical thinking at much earlier stages in their lives
6678-3,subjects are being taught to students at younger ages and earlier grades,Critical thinking skills improve more when children are taught earlier.,6678,education,critical thinking,"Years later,","Research shows that on average, critical thinking skills are not improved when taught earlier and sometimes teaching them too early has negative consequences.","Months later,",children and teens will develop critical thinking at much earlier stages in their lives
6680-1,the principle started a curriculum development for the school,The PTA reviews the curriculum.,6680,education,curriculum development,"Months later,",The curriculum is popular with the PTA.,"Days later,",the PTA didn't like the aspect
6680-2,the principle started a curriculum development for the school,The curriculum development was controversial.,6680,education,curriculum development,"Months later,",The principal scrapped the idea.,"Minutes later,",the PTA didn't like the aspect
6680-3,the principle started a curriculum development for the school,The curriculum was controversial.,6680,education,curriculum development,"Months later,",The principal reverted to the old curriculum.,"Days later,",the PTA didn't like the aspect
6698-1,A school eliminates various free periods throughout the day in favor of focusing that time on student learning.,Free periods in school detract from learning.,6698,education,student learning,"Months later,",The students are showing signs of stress and are paying less attention in class.,"Weeks later,",Students grades school wide show improvement.
6698-2,A school eliminates various free periods throughout the day in favor of focusing that time on student learning.,Students devote more time to studies.,6698,education,student learning,"Months later,",The students protest and free time is given back.,"Days later,",Students grades school wide show improvement.
6698-3,A school eliminates various free periods throughout the day in favor of focusing that time on student learning.,Students pay attention during that learning time.,6698,education,student learning,"Months later,",Students start to rebel against the learning time.,"Days later,",Students grades school wide show improvement.
6699-1,The company focuses on educational innovation.,Educational innovation can help the company stay ahead of their competition.,6699,education,educational innovation,"Months later,",The company cuts its educational innovation in an effort to save money.,"Weeks later,",The company is highly sought after by teachers and principals.
6699-2,The company focuses on educational innovation.,Educational innovations would appeal to teachers and principals.,6699,education,educational innovation,"Months later,",The company is having difficulty convincing teachers and principles to try its product because they are set in their ways.,"Weeks later,",The company is highly sought after by teachers and principals.
6699-3,The company focuses on educational innovation.,The company has invested a lot in this area.,6699,education,educational innovation,"Months later,",The company decided to direct its investments to the mining field.,"Days later,",The company is highly sought after by teachers and principals.
6701-1,The football team fired the offensive coordinator and replaced him with a rookie.,The offensive coordinator stayed on the sideline.,6701,sports,football,"Months later,",The offensive coordinator was back on the team.,"Days later,",The football team was forced to become a defensive based team due to lack of skill in offense.
6701-2,The football team fired the offensive coordinator and replaced him with a rookie.,The football team didn't get a replacement offensive coordinator.,6701,sports,football,"Months later,",The team got a replacement who was a superstar.,"Days later,",The football team was forced to become a defensive based team due to lack of skill in offense.
6708-1,the hockey team started there tournament,The hockey team plays well.,6708,sports,hockey,"Months later,",The hockey team starts getting beaten a lot by competitors.,"Weeks later,",they won the championship
6708-2,the hockey team started there tournament,Starting a hockey tournament is the first step to winning a championship.,6708,sports,hockey,"Months later,",The hockey team is maintaining their losing streak.,"Weeks later,",they won the championship
6708-3,the hockey team started there tournament,The hockey team did well in the tournament.,6708,sports,hockey,"Months later,",It was discovered that the hockey team cheated in one of their games.,"Days later,",they won the championship
6714-1,"Joe was on his high school track team his entire four years, going to state's three times.",Joe gets a track scholarship.,6714,sports,track,"Years later,",Joe decides not to run track in college.,"Months later,",Joe graduated from college with NCAA records in track.
6714-2,"Joe was on his high school track team his entire four years, going to state's three times.",Joe gets recruited by colleges.,6714,sports,track,"Years later,",Joe decides not to pursue track in college.,"Weeks later,",Joe graduated from college with NCAA records in track.
6714-3,"Joe was on his high school track team his entire four years, going to state's three times.",Joe stayed healthy.,6714,sports,track,"Years later,",Joe broke his leg.,"Weeks later,",Joe graduated from college with NCAA records in track.
6719-1,Kim plays lots of sports,If you play lots of sports you will excel.,6719,sports,sailing,"Years later,",She realized she was no good at sports and quit.,"Months later,",She wins gold medal in sailing
6719-2,Kim plays lots of sports,Kim specializes in sailing.,6719,sports,sailing,"Years later,",She switches her specialty to soccer.,"Hours later,",She wins gold medal in sailing
6719-3,Kim plays lots of sports,One of the sports Kim does is sailing.,6719,sports,sailing,"Years later,","Kim tries sailing and almost drowns, developing a life-long phobia of the ocean.","Weeks later,",She wins gold medal in sailing
6722-1,Tom bought a new bike.,Tom practices cycling.,6722,sports,cycling,"Months later,",Tom breaks his leg and can’t compete in the race.,"Weeks later,",Tom is ready to ride in the race.
6722-2,Tom bought a new bike.,Tom practices on his bike.,6722,sports,cycling,"Months later,",Tom's bike gets a flat tire.,"Hours later,",Tom is ready to ride in the race.
6722-3,Tom bought a new bike.,Tom practices biking.,6722,sports,cycling,"Months later,",Tom gets bored of biking and quits.,"Hours later,",Tom is ready to ride in the race.
6726-1,A sports star is declared the ultimate player in their sport.,The sports star has a prolific career.,6726,sports,ultimate,"Decades later,",The sports star's public image comes crashing down when he's involved in a doping scandal.,"Months later,",The star is still held up as an example of how to play the game.
6726-2,A sports star is declared the ultimate player in their sport.,The star is idolized by many.,6726,sports,ultimate,"Decades later,",The star was uncovered as a fraud.,"Weeks later,",The star is still held up as an example of how to play the game.
6726-3,A sports star is declared the ultimate player in their sport.,The sports star won't be surpassed.,6726,sports,ultimate,"Decades later,",A succession of younger players who take the sport to new levels make people forget about the old star.,"Years later,",The star is still held up as an example of how to play the game.
6731-1,For many years the high school had an outstanding wrestling program.,Awards and trophies are given for successful high school sports teams.,6731,sports,wrestling,"Years later,",The school advisory committee voted to drop wrestling because it was viewed as too violent.,"Days later,",The school's front hallway has several cabinets showcasing many wrestling awards.
6731-2,For many years the high school had an outstanding wrestling program.,If you are outstanding you can get awards.,6731,sports,wrestling,"Years later,",The school still refused to enter competitions.,"Months later,",The school's front hallway has several cabinets showcasing many wrestling awards.
6731-3,For many years the high school had an outstanding wrestling program.,Schools are proud of the achievements of their sports teams.,6731,sports,wrestling,"Years later,","The wrestling coach was discovered to be a sexual abuser, and the school didn't want to show off the team's past.","Months later,",The school's front hallway has several cabinets showcasing many wrestling awards.
6734-1,The college decided to offer athletic scholarships for squash players.,Athletic scholarships attract talented young players.,6734,sports,squash,"Years later,",The college finds very few high school students qualified to take the scholarships.,"Weeks later,",The college won the National Collegiate Squash Championship.
6734-2,The college decided to offer athletic scholarships for squash players.,The college gets many recruits.,6734,sports,squash,"Years later,",The college gets no qualified squash recruits.,"Months later,",The college won the National Collegiate Squash Championship.
6734-3,The college decided to offer athletic scholarships for squash players.,The college is able to recruit the top squash players in the nation.,6734,sports,squash,"Years later,",The college is unable to recruit most of the top squash players and the school is gaining a reputation for not delivering to the players it did recruit.,"Months later,",The college won the National Collegiate Squash Championship.
6739-1,He as been in the club learning bocce for a while now,He gets quite skilled at bocce.,6739,sports,bocce,"Months later,",He loses interest in bocce and quits.,"Weeks later,",He was able to win the bocce championship that was hosted
6739-2,He as been in the club learning bocce for a while now,He practices bocce everyday.,6739,sports,bocce,"Months later,",He gets bored of bocce and quits.,"Weeks later,",He was able to win the bocce championship that was hosted
6739-3,He as been in the club learning bocce for a while now,He practiced bocce every day.,6739,sports,bocce,"Months later,",He gets bored of bocce and quits.,"Days later,",He was able to win the bocce championship that was hosted
6749-1,The girls go to jousting practice every week.,The girls take the practice seriously.,6749,sports,jousting,"Months later,",The girls to start to feel exhausted after the demanding practicing and decides just to have fun rather than competition.,"Days later,",The girls compete in a jousting tournament.
6749-2,The girls go to jousting practice every week.,The girls get quite skilled at jousting.,6749,sports,jousting,"Months later,","The girls tear their calf muscles while jousting, which sidelines them.","Weeks later,",The girls compete in a jousting tournament.
6749-3,The girls go to jousting practice every week.,The girls get good at jousting.,6749,sports,jousting,"Months later,",The girls decide they want to prioritize other hobbies.,"Days later,",The girls compete in a jousting tournament.
6754-1,Bill loved it when his parents would take him canoeing on their camping trips.,Bill maintained a good relationship with his parents.,6754,sports,canoeing,"Years later,",Bill got into a huge fight with his parents.,"Weeks later,",He enjoyed watching his parents take his own kids canoeing on the same lake.
6754-2,Bill loved it when his parents would take him canoeing on their camping trips.,He still has a good relationship with his parents.,6754,sports,canoeing,"Years later,",He gets into a huge dealbreaker fight with his parents.,"Days later,",He enjoyed watching his parents take his own kids canoeing on the same lake.
6754-3,Bill loved it when his parents would take him canoeing on their camping trips.,Bill teaches his kids how to canoe.,6754,sports,canoeing,"Years later,",Bill never has children.,"Months later,",He enjoyed watching his parents take his own kids canoeing on the same lake.
6757-1,"Steve had always loved various sports, but his heart belonged to sky diving.",He could not find the excitement that skydiving gave him in any other extreme sport.,6757,sports,sky diving,"Centuries later,",Steve had a major accident when his equipment malfunctioned during a show jump and gave up skydiving.,"Years later,","Steve was still celebrated as the man who had impacted the ground faster, harder, and more bravely than any other man in history."
6757-2,"Steve had always loved various sports, but his heart belonged to sky diving.",Steve takes sky diving lessons.,6757,sports,sky diving,"Centuries later,",Steve gets bored of sky diving and quits.,"Years later,","Steve was still celebrated as the man who had impacted the ground faster, harder, and more bravely than any other man in history."
6757-3,"Steve had always loved various sports, but his heart belonged to sky diving.",Steve became very good at sky diving.,6757,sports,sky diving,"Centuries later,",Steve suffered a fatal accident after a dumb error from sky diving.,"Hours later,","Steve was still celebrated as the man who had impacted the ground faster, harder, and more bravely than any other man in history."
6766-1,BMX is given new attention as theyre used by a star biker,BMX is encouraged by the high profile nature of the star biker.,6766,sports,BMX,"Months later,",BMX wants to cut off contact with the star biker after it's discovered the biker was doping.,"Days later,",A signature bike is announced between the athlete and bike company
6766-2,BMX is given new attention as theyre used by a star biker,The star biker stays in the limelight.,6766,sports,BMX,"Months later,",The star biker falls out of grace when a scandal involving his wife erupts.,"Hours later,",A signature bike is announced between the athlete and bike company
6766-3,BMX is given new attention as theyre used by a star biker,Star athletes often sign sponsorship deals with sports product brands.,6766,sports,BMX,"Months later,",The star biker is arrested for drug possession.,"Weeks later,",A signature bike is announced between the athlete and bike company
6775-1,Molly founded a dodgeball team at school,Molly received support from the school for her team.,6775,sports,dodgeball,"Months later,",Molly got into a fight with the team advisor and the team was disbanded.,"Days later,",The team did so well they went to the state championships.
6775-2,Molly founded a dodgeball team at school,The dodgeball team was successful.,6775,sports,dodgeball,"Months later,",The dodgeball team lost its star players to injury.,"Days later,",The team did so well they went to the state championships.
6775-3,Molly founded a dodgeball team at school,The team practiced every day.,6775,sports,dodgeball,"Months later,",Funding for the team is cut and there is no more team.,"Weeks later,",The team did so well they went to the state championships.
6777-1,The football club is the best,The football club retains its rankings.,6777,sports,flag football,"Decades later,",The football club starts to slip in the rankings.,"Years later,",The club has the largest supporters and fans
6777-2,The football club is the best,People like to root for winning teams.,6777,sports,flag football,"Decades later,",The club's manager retires and the hire a poor replacement.,"Months later,",The club has the largest supporters and fans
6777-3,The football club is the best,The club attracts the public's attention.,6777,sports,flag football,"Decades later,",A scandal breaks out involving the coach and a cheerleader.,"Months later,",The club has the largest supporters and fans
6786-2,The Alaskan park banned snowmobiling in 2018.,Snowmobiling is to blame for damaging the permafrost.,6786,sports,snowmobiling,"Years later,",Lack of enforcement meant that snowmobiling was just a common as before.,"Months later,",There were already signs that the damaged permafrost areas were starting to recover.
6786-3,The Alaskan park banned snowmobiling in 2018.,People abide the rule faithfully.,6786,sports,snowmobiling,"Years later,",Local groups lobby the government to make exemption for certain snowmobiling business successfully.,"Months later,",There were already signs that the damaged permafrost areas were starting to recover.
6787-1,Snowshoeing has found its popularity due to a rising star,A lot of people only snowshoe because of the star.,6787,sports,snowshoeing,"Months later,",People find they love snowshoeing regardless of the star.,"Hours later,",A controversy with that star causes it to drop in popularity.
6787-2,Snowshoeing has found its popularity due to a rising star,The rising star is the only reason snowshoeing found popularity.,6787,sports,snowshoeing,"Months later,",Another rising star displaces the first rising star in the sport.,"Weeks later,",A controversy with that star causes it to drop in popularity.
6787-3,Snowshoeing has found its popularity due to a rising star,The rising star enjoyed promoting snowshoeing.,6787,sports,snowshoeing,"Months later,",The rising star moved on to promote other sports instead.,"Days later,",A controversy with that star causes it to drop in popularity.
6799-1,An arena football team signs a former star nfl player,People are excited about the former star NFL player.,6799,sports,arena football,"Months later,",People are disillusioned when they realize that the former star NFL player is no longer a good player.,"Days later,",The player brings attention to the league
6799-2,An arena football team signs a former star nfl player,People are excited to see if the former star NFL player is still good.,6799,sports,arena football,"Months later,",People are disappointed that the former player is awful now.,"Weeks later,",The player brings attention to the league
6799-3,An arena football team signs a former star nfl player,The star football player is still very good.,6799,sports,arena football,"Months later,",The star football player goes out with an injury.,"Minutes later,",The player brings attention to the league
6800-1,The cricketing team lost it's star player in an accident.,The cricket team can’t find a capable replacement.,6800,sports,cricketing,"Months later,",The cricket team signs a star player and wins all their games.,"Days later,",The cricketing team was losing many matches.
6800-2,The cricketing team lost it's star player in an accident.,The cricket team goes on a losing streak.,6800,sports,cricketing,"Months later,",The cricket team goes on a winning streak.,"Weeks later,",The cricketing team was losing many matches.
6800-3,The cricketing team lost it's star player in an accident.,The cricketing team relied on its star player to win matches.,6800,sports,cricketing,"Months later,",The cricketing team is still playing as well as ever.,"Weeks later,",The cricketing team was losing many matches.
6811-1,An innovative virtual puzzle is released.,The puzzle becomes very popular.,6811,entertainment,puzzles,"Months later,",The puzzle is very difficult and customers are unhappy.,"Weeks later,",It’s the number one Christmas gift of the season.
6811-2,An innovative virtual puzzle is released.,A lot of people enjoy working on puzzles in their spare time.,6811,entertainment,puzzles,"Months later,",The puzzle is full of glitches and doesn't sell.,"Weeks later,",It’s the number one Christmas gift of the season.
6811-3,An innovative virtual puzzle is released.,People are very fond of this virtual puzzle.,6811,entertainment,puzzles,"Months later,",People think this virtual puzzle is ridiculous.,"Days later,",It’s the number one Christmas gift of the season.
6816-1,Jimmy spent every Friday night of his teenage years at arcades.,Someone who enjoys playing video games may some day decide to have a career making them.,6816,entertainment,arcades,"Years later,",Jimmy outgrows his interest in video games and pursues a career in accounting.,"Months later,",He was the president of a video game development company.
6816-2,Jimmy spent every Friday night of his teenage years at arcades.,Jimmy remains interested in arcade games.,6816,entertainment,arcades,"Years later,",He gets really bored of playing these games.,"Months later,",He was the president of a video game development company.
6816-3,Jimmy spent every Friday night of his teenage years at arcades.,Jimmy developed a long term interest in gaming.,6816,entertainment,arcades,"Years later,",Jimmy couldn't convert his interest into a paying job.,"Months later,",He was the president of a video game development company.
6817-1,A new comedy film releases to controversial ratings,A lot of people go see the film.,6817,entertainment,comedy,"Decades later,",Most people forget the film exists.,"Years later,","As time goes on, its remembered as a timeless classic that was behind the times"
6817-2,A new comedy film releases to controversial ratings,"The film doesn't have much success in the theater, but blows up when it is released to streaming audiences.",6817,entertainment,comedy,"Decades later,",No streaming services pickup the film because they agree with the negative faction that was responsible for the controversial ratings.,"Months later,","As time goes on, its remembered as a timeless classic that was behind the times"
6817-3,A new comedy film releases to controversial ratings,A lot of people enjoy the film regardless.,6817,entertainment,comedy,"Decades later,",A lot of people forget all about the film.,"Months later,","As time goes on, its remembered as a timeless classic that was behind the times"
6821-1,Ken is talented dancer,Ken practices dancing diligently.,6821,entertainment,dancing,"Years later,",Ken gives up dancing because he needs to work a lot to support his family.,"Months later,",He won the best dancer in the competition
6821-2,Ken is talented dancer,Ken is passionate about dancing.,6821,entertainment,dancing,"Years later,",Ken gets injured and has to withdraw from dancing for good.,"Months later,",He won the best dancer in the competition
6821-3,Ken is talented dancer,Ken keeps up with dancing.,6821,entertainment,dancing,"Years later,",Ken quits dancing because he hates his teacher.,"Days later,",He won the best dancer in the competition
